Match Number,Round Number,Date,Location,Home Team,Away Team,Result
896,10,04/06/2023 23:10,Dodger Stadium,Los Angeles Dodgers,New York Yankees,1 - 4
855,10,05/06/2023 20:05,Fenway Park,Boston Red Sox,Tampa Bay Rays,1 - 4
897,10,05/06/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Detroit Tigers,8 - 3
898,10,05/06/2023 22:40,loanDepot park,Miami Marlins,Kansas City Royals,9 - 6
899,10,05/06/2023 23:05,PNC Park,Pittsburgh Pirates,Oakland Athletics,5 - 4
900,10,05/06/2023 23:07,Rogers Centre,Toronto Blue Jays,Houston Astros,4 - 11
901,10,05/06/2023 23:10,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,2 - 0
902,10,06/06/2023 00:05,Globe Life Field,Texas Rangers,St. Louis Cardinals,4 - 3
903,10,06/06/2023 01:10,Petco Park,San Diego Padres,Chicago Cubs,5 - 0
904,10,06/06/2023 22:40,Tropicana Field,Tampa Bay Rays,Minnesota Twins,7 - 0
905,10,06/06/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Detroit Tigers,1 - 0
906,10,06/06/2023 22:40,loanDepot park,Miami Marlins,Kansas City Royals,6 - 1
907,10,06/06/2023 23:05,Nationals Park,Washington Nationals,Arizona Diamondbacks,5 - 10
908,10,06/06/2023 23:05,PNC Park,Pittsburgh Pirates,Oakland Athletics,2 - 11
909,10,06/06/2023 23:05,Yankee Stadium,New York Yankees,Chicago White Sox,2 - 3
910,10,06/06/2023 23:07,Rogers Centre,Toronto Blue Jays,Houston Astros,5 - 1
911,10,06/06/2023 23:10,Progressive Field,Cleveland Guardians,Boston Red Sox,4 - 5
912,10,06/06/2023 23:10,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,9 - 8
913,10,06/06/2023 23:20,Truist Park,Atlanta Braves,New York Mets,6 - 4
914,10,06/06/2023 23:40,American Family Field,Milwaukee Brewers,Baltimore Orioles,4 - 3
915,10,07/06/2023 00:05,Globe Life Field,Texas Rangers,St. Louis Cardinals,6 - 4
916,10,07/06/2023 00:40,Coors Field,Colorado Rockies,San Francisco Giants,4 - 10
917,10,07/06/2023 01:38,Angel Stadium,Los Angeles Angels,Chicago Cubs,7 - 4
918,10,07/06/2023 01:40,Petco Park,San Diego Padres,Seattle Mariners,1 - 4
919,11,07/06/2023 16:35,PNC Park,Pittsburgh Pirates,Oakland Athletics,5 - 9
920,11,07/06/2023 20:10,Petco Park,San Diego Padres,Seattle Mariners,10 - 3
923,11,07/06/2023 22:10,loanDepot park,Miami Marlins,Kansas City Royals,6 - 1
922,11,07/06/2023 22:40,Tropicana Field,Tampa Bay Rays,Minnesota Twins,2 - 1
924,11,07/06/2023 23:05,Nationals Park,Washington Nationals,Arizona Diamondbacks,2 - 6
926,11,07/06/2023 23:07,Rogers Centre,Toronto Blue Jays,Houston Astros,3 - 2
927,11,07/06/2023 23:10,Progressive Field,Cleveland Guardians,Boston Red Sox,4 - 2
928,11,07/06/2023 23:10,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,8 - 6
929,11,07/06/2023 23:20,Truist Park,Atlanta Braves,New York Mets,7 - 5
930,11,07/06/2023 23:40,American Family Field,Milwaukee Brewers,Baltimore Orioles,10 - 2
931,11,08/06/2023 00:05,Globe Life Field,Texas Rangers,St. Louis Cardinals,0 - 1
932,11,08/06/2023 00:40,Coors Field,Colorado Rockies,San Francisco Giants,4 - 5
933,11,08/06/2023 01:38,Angel Stadium,Los Angeles Angels,Chicago Cubs,6 - 2
934,11,08/06/2023 16:35,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,0 - 6
936,11,08/06/2023 17:10,Tropicana Field,Tampa Bay Rays,Minnesota Twins,4 - 2
937,11,08/06/2023 18:10,American Family Field,Milwaukee Brewers,Baltimore Orioles,3 - 6
938,11,08/06/2023 19:10,Coors Field,Colorado Rockies,San Francisco Giants,4 - 6
925,11,08/06/2023 20:05,Yankee Stadium,New York Yankees,Chicago White Sox,3 - 0
939,11,08/06/2023 20:10,Yankee Stadium,New York Yankees,Chicago White Sox,5 - 6
921,11,08/06/2023 22:05,Citizens Bank Park,Philadelphia Phillies,Detroit Tigers,3 - 2
940,11,08/06/2023 23:07,Rogers Centre,Toronto Blue Jays,Houston Astros,3 - 2
941,11,08/06/2023 23:10,Progressive Field,Cleveland Guardians,Boston Red Sox,10 - 3
942,11,08/06/2023 23:20,Truist Park,Atlanta Braves,New York Mets,13 - 10
943,11,09/06/2023 01:38,Angel Stadium,Los Angeles Angels,Chicago Cubs,3 - 1
944,11,09/06/2023 22:40,Comerica Park,Detroit Tigers,Arizona Diamondbacks,6 - 11
945,11,09/06/2023 22:40,Tropicana Field,Tampa Bay Rays,Texas Rangers,8 - 3
946,11,09/06/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Kansas City Royals,3 - 2
947,11,09/06/2023 23:05,PNC Park,Pittsburgh Pirates,New York Mets,14 - 7
948,11,09/06/2023 23:05,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,5 - 4
949,11,09/06/2023 23:05,Yankee Stadium,New York Yankees,Boston Red Sox,2 - 3
950,11,09/06/2023 23:07,Rogers Centre,Toronto Blue Jays,Minnesota Twins,2 - 3
951,11,09/06/2023 23:10,Progressive Field,Cleveland Guardians,Houston Astros,10 - 9
952,11,09/06/2023 23:20,Truist Park,Atlanta Braves,Washington Nationals,3 - 2
953,11,10/06/2023 00:10,Guaranteed Rate Field,Chicago White Sox,Miami Marlins,2 - 1
954,11,10/06/2023 00:10,American Family Field,Milwaukee Brewers,Oakland Athletics,2 - 5
955,11,10/06/2023 00:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,7 - 4
956,11,10/06/2023 00:40,Coors Field,Colorado Rockies,San Diego Padres,6 - 9
957,11,10/06/2023 01:38,Angel Stadium,Los Angeles Angels,Seattle Mariners,5 - 4
958,11,10/06/2023 02:15,Oracle Park,San Francisco Giants,Chicago Cubs,2 - 3
959,11,10/06/2023 17:10,Comerica Park,Detroit Tigers,Arizona Diamondbacks,0 - 5
960,11,10/06/2023 18:10,Guaranteed Rate Field,Chicago White Sox,Miami Marlins,1 - 5
961,11,10/06/2023 18:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,4 - 8
962,11,10/06/2023 19:07,Rogers Centre,Toronto Blue Jays,Minnesota Twins,4 - 9
963,11,10/06/2023 19:10,Coors Field,Colorado Rockies,San Diego Padres,2 - 3
964,11,10/06/2023 20:05,Oriole Park at Camden Yards,Baltimore Orioles,Kansas City Royals,6 - 1
965,11,10/06/2023 20:05,PNC Park,Pittsburgh Pirates,New York Mets,1 - 5
966,11,10/06/2023 20:05,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,0 - 9
967,11,10/06/2023 20:10,Tropicana Field,Tampa Bay Rays,Texas Rangers,4 - 8
968,11,10/06/2023 20:10,Truist Park,Atlanta Braves,Washington Nationals,6 - 4
969,11,10/06/2023 20:10,American Family Field,Milwaukee Brewers,Oakland Athletics,1 - 2
970,11,10/06/2023 22:10,Progressive Field,Cleveland Guardians,Houston Astros,4 - 6
971,11,10/06/2023 23:35,Oracle Park,San Francisco Giants,Chicago Cubs,0 - 4
972,11,10/06/2023 23:35,Yankee Stadium,New York Yankees,Boston Red Sox,3 - 1
973,11,11/06/2023 02:07,Angel Stadium,Los Angeles Angels,Seattle Mariners,2 - 6
974,11,11/06/2023 15:35,Comerica Park,Detroit Tigers,Arizona Diamondbacks,5 - 7
981,11,11/06/2023 16:40,Progressive Field,Cleveland Guardians,Houston Astros,5 - 0
975,11,11/06/2023 17:35,Truist Park,Atlanta Braves,Washington Nationals,2 - 6
976,11,11/06/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Kansas City Royals,11 - 3
977,11,11/06/2023 17:35,PNC Park,Pittsburgh Pirates,New York Mets,2 - 1
978,11,11/06/2023 17:35,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,7 - 3
980,11,11/06/2023 17:37,Rogers Centre,Toronto Blue Jays,Minnesota Twins,7 - 6
982,11,11/06/2023 17:40,Tropicana Field,Tampa Bay Rays,Texas Rangers,7 - 3
983,11,11/06/2023 18:10,Guaranteed Rate Field,Chicago White Sox,Miami Marlins,5 - 6
984,11,11/06/2023 18:10,American Family Field,Milwaukee Brewers,Oakland Athletics,6 - 8
985,11,11/06/2023 18:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,3 - 4
986,11,11/06/2023 19:10,Coors Field,Colorado Rockies,San Diego Padres,5 - 4
987,11,11/06/2023 20:05,Oracle Park,San Francisco Giants,Chicago Cubs,13 - 3
988,11,11/06/2023 20:07,Angel Stadium,Los Angeles Angels,Seattle Mariners,9 - 4
979,11,11/06/2023 23:10,Yankee Stadium,New York Yankees,Boston Red Sox,2 - 3
989,11,12/06/2023 22:40,Comerica Park,Detroit Tigers,Atlanta Braves,6 - 5
990,11,12/06/2023 23:10,Fenway Park,Boston Red Sox,Colorado Rockies,3 - 4
991,11,12/06/2023 23:45,Busch Stadium,St. Louis Cardinals,San Francisco Giants,3 - 4
992,11,13/06/2023 00:05,Globe Life Field,Texas Rangers,Los Angeles Angels,6 - 9
993,11,13/06/2023 00:10,Kauffman Stadium,Kansas City Royals,Cincinnati Reds,4 - 5
994,11,13/06/2023 01:40,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,4 - 3
995,11,13/06/2023 01:40,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,9 - 8
996,11,13/06/2023 01:40,T-Mobile Park,Seattle Mariners,Miami Marlins,8 - 1
998,11,13/06/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,11 - 6
999,11,13/06/2023 23:10,Fenway Park,Boston Red Sox,Colorado Rockies,6 - 7
1000,11,13/06/2023 23:10,Citi Field,New York Mets,New York Yankees,6 - 7
1001,11,13/06/2023 23:40,Target Field,Minnesota Twins,Milwaukee Brewers,7 - 5
1002,11,13/06/2023 23:45,Busch Stadium,St. Louis Cardinals,San Francisco Giants,3 - 11
1003,11,14/06/2023 00:05,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,11 - 3
1004,11,14/06/2023 00:05,Globe Life Field,Texas Rangers,Los Angeles Angels,3 - 7
1005,11,14/06/2023 00:10,Kauffman Stadium,Kansas City Royals,Cincinnati Reds,4 - 5
1006,11,14/06/2023 00:10,Minute Maid Park,Houston Astros,Washington Nationals,6 - 1
1007,11,14/06/2023 01:40,Petco Park,San Diego Padres,Cleveland Guardians,6 - 3
1008,11,14/06/2023 01:40,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,2 - 1
1009,11,14/06/2023 01:40,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,3 - 15
1010,11,14/06/2023 01:40,T-Mobile Park,Seattle Mariners,Miami Marlins,9 - 3
1011,11,14/06/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Chicago White Sox,5 - 1
1012,12,14/06/2023 17:10,Comerica Park,Detroit Tigers,Atlanta Braves,7 - 10
1013,12,14/06/2023 17:10,Target Field,Minnesota Twins,Milwaukee Brewers,4 - 2
997,12,14/06/2023 17:15,Comerica Park,Detroit Tigers,Atlanta Braves,5 - 6
1014,12,14/06/2023 17:15,Busch Stadium,St. Louis Cardinals,San Francisco Giants,5 - 8
1015,12,14/06/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,1 - 3
1016,12,14/06/2023 23:10,Fenway Park,Boston Red Sox,Colorado Rockies,6 - 3
1017,12,14/06/2023 23:10,Citi Field,New York Mets,New York Yankees,4 - 3
1018,12,15/06/2023 00:05,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,10 - 6
1019,12,15/06/2023 00:05,Globe Life Field,Texas Rangers,Los Angeles Angels,6 - 3
1020,12,15/06/2023 00:10,Kauffman Stadium,Kansas City Royals,Cincinnati Reds,4 - 7
1021,12,15/06/2023 00:10,Minute Maid Park,Houston Astros,Washington Nationals,5 - 4
1022,12,15/06/2023 01:40,Petco Park,San Diego Padres,Cleveland Guardians,5 - 0
1023,12,15/06/2023 01:40,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,3 - 6
1024,12,15/06/2023 01:40,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,3 - 4
1025,12,15/06/2023 01:40,T-Mobile Park,Seattle Mariners,Miami Marlins,1 - 4
1026,12,15/06/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Chicago White Sox,4 - 8
1027,12,15/06/2023 17:05,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,4 - 2
1028,12,15/06/2023 19:37,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,3 - 4
1029,12,15/06/2023 19:40,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,4 - 5
1030,12,15/06/2023 23:10,Target Field,Minnesota Twins,Detroit Tigers,4 - 8
1031,12,15/06/2023 23:20,Truist Park,Atlanta Braves,Colorado Rockies,8 - 3
1032,12,16/06/2023 00:05,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,7 - 2
1033,12,16/06/2023 00:05,Globe Life Field,Texas Rangers,Los Angeles Angels,3 - 5
1034,12,16/06/2023 00:10,Minute Maid Park,Houston Astros,Washington Nationals,1 - 4
1035,12,16/06/2023 00:40,Petco Park,San Diego Padres,Cleveland Guardians,6 - 8
1036,12,16/06/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Chicago White Sox,5 - 4
1037,12,16/06/2023 18:20,Wrigley Field,Chicago Cubs,Baltimore Orioles,10 - 3
1038,12,16/06/2023 23:05,Nationals Park,Washington Nationals,Miami Marlins,5 - 6
1039,12,16/06/2023 23:10,Citi Field,New York Mets,St. Louis Cardinals,6 - 1
1040,12,16/06/2023 23:10,Fenway Park,Boston Red Sox,New York Yankees,15 - 5
1041,12,16/06/2023 23:20,Truist Park,Atlanta Braves,Colorado Rockies,8 - 1
1042,12,17/06/2023 00:05,Globe Life Field,Texas Rangers,Toronto Blue Jays,1 - 2
1043,12,17/06/2023 00:10,Minute Maid Park,Houston Astros,Cincinnati Reds,1 - 2
1044,12,17/06/2023 00:10,Kauffman Stadium,Kansas City Royals,Los Angeles Angels,0 - 3
1045,12,17/06/2023 00:10,Target Field,Minnesota Twins,Detroit Tigers,1 - 7
1046,12,17/06/2023 00:10,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,5 - 4
1047,12,17/06/2023 01:40,Chase Field,Arizona Diamondbacks,Cleveland Guardians,5 - 1
1048,12,17/06/2023 01:40,Petco Park,San Diego Padres,Tampa Bay Rays,2 - 6
1049,12,17/06/2023 01:40,Oakland Coliseum,Oakland Athletics,Philadelphia Phillies,1 - 6
1050,12,17/06/2023 02:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,5 - 7
1051,12,17/06/2023 02:10,T-Mobile Park,Seattle Mariners,Chicago White Sox,3 - 2
1052,12,17/06/2023 18:10,Target Field,Minnesota Twins,Detroit Tigers,2 - 0
1053,12,17/06/2023 18:20,Wrigley Field,Chicago Cubs,Baltimore Orioles,3 - 2
1054,12,17/06/2023 20:05,Globe Life Field,Texas Rangers,Toronto Blue Jays,4 - 2
1055,12,17/06/2023 20:05,Nationals Park,Washington Nationals,Miami Marlins,2 - 5
1056,12,17/06/2023 20:07,Oakland Coliseum,Oakland Athletics,Philadelphia Phillies,2 - 3
1057,12,17/06/2023 20:10,Minute Maid Park,Houston Astros,Cincinnati Reds,3 - 10
1058,12,17/06/2023 20:10,Kauffman Stadium,Kansas City Royals,Los Angeles Angels,10 - 9
1059,12,17/06/2023 20:10,Citi Field,New York Mets,St. Louis Cardinals,3 - 5
1060,12,17/06/2023 20:10,Truist Park,Atlanta Braves,Colorado Rockies,10 - 2
1061,12,17/06/2023 20:10,T-Mobile Park,Seattle Mariners,Chicago White Sox,3 - 4
1062,12,17/06/2023 20:10,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,5 - 0
1063,12,17/06/2023 23:15,Petco Park,San Diego Padres,Tampa Bay Rays,2 - 0
1065,12,18/06/2023 01:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,0 - 15
1066,12,18/06/2023 02:10,Chase Field,Arizona Diamondbacks,Cleveland Guardians,6 - 3
1067,12,18/06/2023 17:05,Wrigley Field,Chicago Cubs,Baltimore Orioles,3 - 6
1064,12,18/06/2023 17:35,Fenway Park,Boston Red Sox,New York Yankees,6 - 2
1068,12,18/06/2023 17:35,Truist Park,Atlanta Braves,Colorado Rockies,14 - 6
1069,12,18/06/2023 17:35,Nationals Park,Washington Nationals,Miami Marlins,2 - 4
1070,12,18/06/2023 17:40,Citi Field,New York Mets,St. Louis Cardinals,7 - 8
1071,12,18/06/2023 18:10,Minute Maid Park,Houston Astros,Cincinnati Reds,7 - 9
1072,12,18/06/2023 18:10,Kauffman Stadium,Kansas City Royals,Los Angeles Angels,2 - 5
1073,12,18/06/2023 18:10,Target Field,Minnesota Twins,Detroit Tigers,4 - 6
1074,12,18/06/2023 18:10,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,5 - 2
1075,12,18/06/2023 18:35,Globe Life Field,Texas Rangers,Toronto Blue Jays,11 - 7
1076,12,18/06/2023 20:07,Oakland Coliseum,Oakland Athletics,Philadelphia Phillies,2 - 3
1077,12,18/06/2023 20:10,Chase Field,Arizona Diamondbacks,Cleveland Guardians,3 - 12
1078,12,18/06/2023 20:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,3 - 7
1079,12,18/06/2023 20:10,Petco Park,San Diego Padres,Tampa Bay Rays,5 - 4
1080,12,18/06/2023 20:10,T-Mobile Park,Seattle Mariners,Chicago White Sox,5 - 1
1081,12,18/06/2023 23:10,Fenway Park,Boston Red Sox,New York Yankees,4 - 1
1082,12,19/06/2023 20:05,Nationals Park,Washington Nationals,St. Louis Cardinals,6 - 8
1083,12,19/06/2023 22:40,Comerica Park,Detroit Tigers,Kansas City Royals,6 - 4
1084,12,19/06/2023 22:40,loanDepot park,Miami Marlins,Toronto Blue Jays,11 - 0
1085,12,19/06/2023 23:05,PNC Park,Pittsburgh Pirates,Chicago Cubs,0 - 8
1086,12,19/06/2023 23:10,Great American Ball Park,Cincinnati Reds,Colorado Rockies,5 - 4
1087,12,19/06/2023 23:40,Target Field,Minnesota Twins,Boston Red Sox,3 - 9
1088,12,20/06/2023 00:10,Minute Maid Park,Houston Astros,New York Mets,1 - 11
1089,12,20/06/2023 00:10,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,2 - 5
1090,12,20/06/2023 00:10,American Family Field,Milwaukee Brewers,Arizona Diamondbacks,1 - 9
1091,12,20/06/2023 01:45,Oracle Park,San Francisco Giants,San Diego Padres,7 - 4
1092,12,20/06/2023 22:40,Comerica Park,Detroit Tigers,Kansas City Royals,0 - 1
1093,12,20/06/2023 22:40,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,6 - 8
1094,12,20/06/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,2 - 4
1095,12,20/06/2023 22:40,loanDepot park,Miami Marlins,Toronto Blue Jays,0 - 2
1096,12,20/06/2023 23:05,PNC Park,Pittsburgh Pirates,Chicago Cubs,0 - 4
1097,12,20/06/2023 23:05,Nationals Park,Washington Nationals,St. Louis Cardinals,3 - 9
1098,12,20/06/2023 23:05,Yankee Stadium,New York Yankees,Seattle Mariners,3 - 1
1099,12,20/06/2023 23:10,Great American Ball Park,Cincinnati Reds,Colorado Rockies,8 - 6
1100,12,20/06/2023 23:10,Progressive Field,Cleveland Guardians,Oakland Athletics,3 - 2
1101,12,20/06/2023 23:40,Target Field,Minnesota Twins,Boston Red Sox,4 - 10
1102,12,21/06/2023 00:10,Minute Maid Park,Houston Astros,New York Mets,4 - 2
1103,12,21/06/2023 00:10,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,7 - 6
1104,12,21/06/2023 00:10,American Family Field,Milwaukee Brewers,Arizona Diamondbacks,7 - 5
1105,12,21/06/2023 01:45,Oracle Park,San Francisco Giants,San Diego Padres,4 - 3
1106,12,21/06/2023 02:07,Angel Stadium,Los Angeles Angels,Los Angeles Dodgers,0 - 2
1107,13,21/06/2023 16:10,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,7 - 2
1108,13,21/06/2023 16:10,loanDepot park,Miami Marlins,Toronto Blue Jays,3 - 6
1109,13,21/06/2023 16:35,Great American Ball Park,Cincinnati Reds,Colorado Rockies,5 - 3
1110,13,21/06/2023 16:35,PNC Park,Pittsburgh Pirates,Chicago Cubs,3 - 8
1112,13,21/06/2023 17:10,Comerica Park,Detroit Tigers,Kansas City Royals,9 - 4
1113,13,21/06/2023 18:10,Minute Maid Park,Houston Astros,New York Mets,10 - 8
1114,13,21/06/2023 18:10,American Family Field,Milwaukee Brewers,Arizona Diamondbacks,1 - 5
1111,13,21/06/2023 20:05,Nationals Park,Washington Nationals,St. Louis Cardinals,3 - 0
1116,13,21/06/2023 23:05,Yankee Stadium,New York Yankees,Seattle Mariners,4 - 2
1117,13,21/06/2023 23:10,Progressive Field,Cleveland Guardians,Oakland Athletics,7 - 6
1118,13,21/06/2023 23:40,Target Field,Minnesota Twins,Boston Red Sox,5 - 4
1119,13,22/06/2023 00:10,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,3 - 6
1120,13,22/06/2023 01:38,Angel Stadium,Los Angeles Angels,Los Angeles Dodgers,0 - 2
1121,13,22/06/2023 01:45,Oracle Park,San Francisco Giants,San Diego Padres,4 - 2
935,13,22/06/2023 17:05,Nationals Park,Washington Nationals,Arizona Diamondbacks,3 - 5
1122,13,22/06/2023 17:05,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,1 - 5
1123,13,22/06/2023 17:10,Progressive Field,Cleveland Guardians,Oakland Athletics,6 - 1
1124,13,22/06/2023 17:10,Target Field,Minnesota Twins,Boston Red Sox,6 - 0
1125,13,22/06/2023 19:45,Oracle Park,San Francisco Giants,San Diego Padres,0 - 10
1126,13,22/06/2023 22:40,Tropicana Field,Tampa Bay Rays,Kansas City Royals,5 - 6
1127,13,22/06/2023 22:40,loanDepot park,Miami Marlins,Pittsburgh Pirates,6 - 4
1128,13,22/06/2023 23:05,Yankee Stadium,New York Yankees,Seattle Mariners,2 - 10
1129,13,23/06/2023 22:40,Tropicana Field,Tampa Bay Rays,Kansas City Royals,11 - 3
1130,13,23/06/2023 22:40,Comerica Park,Detroit Tigers,Minnesota Twins,1 - 4
1131,13,23/06/2023 22:40,Great American Ball Park,Cincinnati Reds,Atlanta Braves,11 - 10
1132,13,23/06/2023 22:40,loanDepot park,Miami Marlins,Pittsburgh Pirates,1 - 3
1133,13,23/06/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Seattle Mariners,1 - 13
1134,13,23/06/2023 23:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,5 - 1
1135,13,23/06/2023 23:05,Yankee Stadium,New York Yankees,Texas Rangers,2 - 4
1136,13,23/06/2023 23:07,Rogers Centre,Toronto Blue Jays,Oakland Athletics,4 - 5
1137,13,23/06/2023 23:10,Progressive Field,Cleveland Guardians,Milwaukee Brewers,1 - 7
1138,13,24/06/2023 00:10,Guaranteed Rate Field,Chicago White Sox,Boston Red Sox,1 - 3
1139,13,24/06/2023 00:40,Coors Field,Colorado Rockies,Los Angeles Angels,7 - 4
1140,13,24/06/2023 01:40,Petco Park,San Diego Padres,Washington Nationals,13 - 3
1141,13,24/06/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Houston Astros,3 - 2
1142,13,24/06/2023 02:15,Oracle Park,San Francisco Giants,Arizona Diamondbacks,8 - 5
1143,13,24/06/2023 17:10,London Stadium,St. Louis Cardinals,Chicago Cubs,1 - 9
1144,13,24/06/2023 20:05,Oriole Park at Camden Yards,Baltimore Orioles,Seattle Mariners,6 - 4
1145,13,24/06/2023 20:05,Oracle Park,San Francisco Giants,Arizona Diamondbacks,7 - 6
1146,13,24/06/2023 20:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,2 - 4
1147,13,24/06/2023 20:05,Yankee Stadium,New York Yankees,Texas Rangers,1 - 0
1148,13,24/06/2023 20:07,Rogers Centre,Toronto Blue Jays,Oakland Athletics,7 - 3
1149,13,24/06/2023 20:10,Tropicana Field,Tampa Bay Rays,Kansas City Royals,4 - 9
1150,13,24/06/2023 20:10,Great American Ball Park,Cincinnati Reds,Atlanta Braves,6 - 7
1151,13,24/06/2023 20:10,Guaranteed Rate Field,Chicago White Sox,Boston Red Sox,5 - 4
1152,13,24/06/2023 20:10,loanDepot park,Miami Marlins,Pittsburgh Pirates,4 - 3
1153,13,24/06/2023 20:10,Progressive Field,Cleveland Guardians,Milwaukee Brewers,4 - 2
1154,13,24/06/2023 23:15,Dodger Stadium,Los Angeles Dodgers,Houston Astros,8 - 7
1155,13,24/06/2023 23:15,Comerica Park,Detroit Tigers,Minnesota Twins,3 - 2
1156,13,25/06/2023 00:40,Petco Park,San Diego Padres,Washington Nationals,0 - 2
1157,13,25/06/2023 01:10,Coors Field,Colorado Rockies,Los Angeles Angels,1 - 25
1158,13,25/06/2023 14:10,London Stadium,St. Louis Cardinals,Chicago Cubs,7 - 5
1164,13,25/06/2023 16:10,Comerica Park,Detroit Tigers,Minnesota Twins,3 - 6
1159,13,25/06/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Seattle Mariners,3 - 2
1160,13,25/06/2023 17:35,Citizens Bank Park,Philadelphia Phillies,New York Mets,7 - 6
1161,13,25/06/2023 17:35,Yankee Stadium,New York Yankees,Texas Rangers,5 - 3
1162,13,25/06/2023 17:37,Rogers Centre,Toronto Blue Jays,Oakland Athletics,12 - 1
